id;parent;alternativeParents;prereq;alternativeName;name;nameMenu;title;description;ogimage;url;urlShortcut;comicStrip;specs;image;visible;ordering
76;225;;75;;Grafy lineárních nerovnic;;;;;cviceni-graf-linearni-nerovnice;FWO;;;;1;7
77;225;;75,28;;Grafy funkcí s absolutní hodnotou;;;;;cviceni-grafy-funkci-s-absolutni-hodnotou;FWP;;;;1;4
78;73;;74, 83;Soustava dvou lineárních rovnic;Dvě rovnice o dvou neznámých;;;Procvičování řešení soustavy dvou rovnic. Příklady na různé postupy: sčítací metoda, dosazovací metoda. Rozpis řešení krok po kroku.;;cviceni-soustava-2-linearnich-rovnic;FWR;;;;1;10
79;73;72;74, 80;;Kvadratické rovnice;;;Procvičování řešení kvadratických rovnic. Různé způsoby procvičování: hledání řešení, slovní úlohy, rozpis řešení krok po kroku. Příklady na různé postupy: diskriminant, Vietovy vzorce, ryzí rovnice.;;cviceni-reseni-kvadraticke-rovnice;FWS;;;;1;11
80;225;72;75;;Grafy kvadratických funkcí;;;;;cviceni-graf-kvadraticke-funkce;FWT;[["img", 11676, {"size": 70}]];;;1;3
81;275;72;80,285;;Rovnice kuželoseček;;;;;cviceni-rovnice-kuzelosecek;FWU;;;;1;2
82;137;;140, 83;;Úpravy výrazů s více proměnnými;;;;;cviceni-upravy-vyrazu-s-mnohocleny;FWV;;;;1;4
83;137;;25;;Dosazování do výrazů;;;;;cviceni-dosazovani-do-vyrazu;FWW;;;;1;1
85;6;;;;Grafy a tabulky;;;;;cviceni-grafy-a-tabulky;FWX;;;;1;0
86;183;;;;Popisná statistika;;;;;cviceni-popisna-statistika;FWZ;;;;1;5
87;85;;292;;Spojnicové grafy;;;;;cviceni-spojnicove-grafy;FW1;;;;1;5
88;85;;15;;Tabulky: základní porozumění;;;;;cviceni-interpretace-tabulek;FW2;;;;1;1
89;5;;;;Čas;;;;;cviceni-cas;FW3;;;;1;1
90;5;;;;Jednotky;;;Procvičování jednotek na nejoblíbenějším výukovém webu: převody jednotek, příklady z běžného života. Pestrá cvičení: psaní odpovědi, výběr možností, hry. Rozsáhlá sbírka příkladů.;;cviceni-jednotky;FW4;;;;1;2
91;89;;15;;Hodiny: určování času;;;;;cviceni-hodiny-urcovani-casu;FW6;;;;1;1
92;89;;91,23;;Počítání s časem;;;;;cviceni-pocitani-s-casem;FW7;;;;1;3
93;90;;;;Jednotky délky;;;Procvičování jednotek délky na nejoblíbenějším výukovém webu: převody jednotek, příklady z běžného života. Pestrá cvičení: psaní odpovědi, výběr možností, hry. Rozsáhlá sbírka příkladů.;;cviceni-jednotky-delky;FW9;[["img",  11635, {"size": 70}]];;;1;1
94;90;;;;Jednotky hmotnosti;;;Procvičování jednotek hmotnosti na nejoblíbenějším výukovém webu: převody jednotek, příklady z běžného života. Pestrá cvičení: psaní odpovědi, výběr možností, hry. Rozsáhlá sbírka příkladů.;;cviceni-jednotky-hmotnosti;FXA;;;;1;2
95;0;;;;Řešení problémů;;;;;reseni-problemu;FXB;;;;0;20
96;95;;;;Hledání cesty;;;;;cviceni-hledani-cesty;FXC;;;;1;1
101;8;;162;;Sčítání a odčítání do 10;;;;;cviceni-scitani-a-odcitani-do-10;FXD;;;;1;1
103;11;196;195,120;Kladná a záporná čísla na číselné ose;Číselná osa: kladná a záporná čísla;;;;;cviceni-ciselna-osa-cela-cisla;FXE;;;;1;2
106;8;;;;Sčítání a odčítání: základy mix;;;;;cviceni-scitani-a-odcitani-mix;FXF;;;;1;6
107;9;;;;Násobení a dělení: mix;;;;;cviceni-nasobeni-a-deleni-mix;FXG;;;;1;10
108;10;;;;Kombinace operací: mix;;;;;cviceni-kombinace-operaci-mix;FXH;;;;1;8
109;11;;;Celá čísla: mix;Kladná a záporná čísla: mix;;;;;cviceni-zaporna-cisla-mix;FXJ;;;;1;100
110;12;;;;Dělitelnost: mix;;;;;cviceni-delitelnost-mix;FXK;;;;1;6
111;38;;;;Zlomky: mix;;;;;cviceni-zlomky-mix;FXL;;;;1;14
112;39;;;;Procenta: mix;;;;;cviceni-procenta-mix;FXM;;;;1;4
113;40;;;;Desetinná čísla: mix;;;;;cviceni-desetinna-cisla-mix;FXN;;;;1;12
114;89;;;;Čas: mix;;;;;cviceni-cas-mix;FXO;;;;1;4
115;53;;;;Obsah, obvod: mix;;;;;cviceni-obsah-obvod-mix;FXP;;;;1;20
116;71;;;;Lineární funkce: mix;;;;;cviceni-linearni-funkce-mix;FXR;;;;1;4
118;38;196;103,41;;Zlomky na číselné ose;;;;;cviceni-ciselna-osa-zlomky;FXS;;;;1;2
119;40;196;103, 232;;Desetinná čísla na číselné ose;;;;;cviceni-ciselna-osa-desetinna-cisla;FXT;;;;1;4
120;11;;16;Porovnávání celých čísel;Porovnávání kladných a záporných čísel;;;;;cviceni-porovnavani-celych-cisel;FXU;;;;1;1
121;40;;120,119;;Porovnávání desetinných čísel;;;;;cviceni-porovnavani-desetinnych-cisel;FXV;;;;1;2
122;174;;60,261;;Sítě těles;;;;;cviceni-site-teles;FXW;;;;1;6
125;10;;274;;Přibližné počítání;;;;;cviceni-priblizne-pocitani;FXX;;;;1;6
126;90;;93;;Jednotky obsahu;;;;;cviceni-jednotky-obsahu;FXZ;;;;1;4
127;90;;93,126;;Jednotky objemu;;;Procvičování jednotek objemu na nejoblíbenějším výukovém webu: převody jednotek, příklady z běžného života. Pestrá cvičení: psaní odpovědi, výběr možností, hry. Rozsáhlá sbírka příkladů.;;cviceni-jednotky-objemu;FX1;;;;1;5
128;55;346;63;;Úhly v trojúhelníku;;;;;cviceni-uhly-v-trojuhelniku;FX2;;;;1;2
129;56;;66;;Středová souměrnost;;;Procvičování středové souměrnosti na nejoblíbenějším výukovém webu. Atraktivní obrázková zadání, různé způsoby procvičování, dostatek příkladů.;;cviceni-stredova-soumernost;FX3;;;;1;2
130;183;;;;Kombinatorika;;;Kombinatorika v příkladech: pojmy, výpočty, slovní úlohy, hravé úlohy. Praktické procvičování online.;;cviceni-kombinatorika;FX4;;;;1;3
135;130;;;;Kombinatorika: mix;;;;;cviceni-kombinatorika-mix;FX6;;;;1;5
136;130;;190;;Kombinační čísla;;;;;cviceni-kombinacni-cisla;FX7;;;;1;3
137;4;;;;Algebraické výrazy a jejich úpravy;;;;;cviceni-vyrazy-a-jejich-upravy;FX9;;;;1;1
138;137;38;140, 44, 45;;Úpravy výrazů se zlomky;;;;;cviceni-upravy-vyrazu-se-zlomky;FZA;;;;1;5
139;137;;82, 138;;Lomené výrazy;;;;;cviceni-lomene-vyrazy;FZB;;;;1;6
140;137;;74;;Úpravy výrazů s jednou proměnnou;;;;;cviceni-upravy-vyrazu-s-1-neznamou;FZC;;;;1;3
141;137;130;136, 82;;Výrazy s faktoriálem a kombinačními čísly;;;;;cviceni-vyrazy-s-faktorialem-a-kombinacnimi-cisly;FZD;;;;1;8
142;183;;;;Množiny;;;;;cviceni-mnoziny;FZE;;;;1;1
143;142;;188;;Množinové operace;;;;;cviceni-prunik-sjednoceni;FZF;;;;1;3
144;391;;61,126;;Obsah: mix;;;;;cviceni-obsah-mix;FZG;;;;1;8
145;392;;62;;Obvod: mix;;;;;cviceni-obvod-mix;FZH;;;;1;7
146;391;350;144,145;;Obsah kruhu;;;;;cviceni-obsah-kruh;FZJ;[["img", 11678, {"size": 70}]];;;1;5
147;9;;22,21;;Dělení víceciferné;;;;;cviceni-deleni-viceciferne;FZK;;;;1;6
148;73;;74,25;;Rovnice se závorkami;;;;;cviceni-rovnice-se-zavorkami;FZL;;;;1;3
149;73;38;148, 44, 45;;Rovnice se zlomky;;;;;cviceni-rovnice-se-zlomky;FZM;;;;1;5
150;73;;193, 139;;Rovnice s lomenými výrazy;;;;;cviceni-rovnice-s-lomenymi-vyrazy;FZN;;;;1;7
151;7;;15;;Zaokrouhlování na desítky a stovky;;;Procvičování zaokrouhlovánína nejoblíbenějším výukovém webu: psaní odpovědi, výběr možností a další netradiční hry. Atraktivní zpracování, mnoho příkladů.;;cviceni-zaokrouhlovani-desitky-stovky;FZO;[["img", 11674, {"size": 70}]];;;1;10
152;40;;151,232;;Zaokrouhlování desetinných čísel;;;;;cviceni-zaokrouhlovani-desetinnych-cisel;FZP;;;;1;3
153;391;;144, 145;;Obsah: kombinace útvarů;;;;;cviceni-obsah-kombinace;FZR;;;;1;7
154;55;;128;;Úhly ve čtyřúhelníku;;;;;cviceni-uhly-ve-ctyruhelniku;FZS;;;;1;3
155;213;;18;;Sčítání a odčítání nad 100;;;;;cviceni-scitani-odcitani-nad-100;FZT;;;;1;2
156;57;;166,207;;Pythagorova věta: základní použití;;;;;cviceni-pythagorova-veta-zakladni-pouziti;FZU;;;;1;0
157;57;;156;;Pythagorova věta: aplikace;;;;;cviceni-pythagorova-veta-aplikace;FZV;;;;1;0
158;7;;15;;Čísla do 1 000 slovně;;;;;cviceni-cisla-slovne;FZW;;;;1;7
159;73;;;;Rovnice: mix;;;;;cviceni-rovnice-mix;FZX;;;;1;14
160;90;;;;Jednotky: mix;;;;;cviceni-jednotky-mix;FZZ;;;;1;7
161;3;;59;;Geometrické pojmy;;;;;cviceni-geometricke-pojmy;FZ1;;;;1;2
162;7;;;;Počítání do 20;;;;;cviceni-pocitani-do20;FZ2;;;;1;1
163;9;;24, 19;;Písemné násobení pod sebou;;;;;cviceni-nasobeni-pod-sebou;FZ3;;;;1;3
164;9;;23,20;;Písemné dělení jednociferným číslem;;;;;cviceni-pisemne-deleni-jednocifernym;FZ4;;;;1;7
165;13;;24;;Mocniny;;;Procvičování mocnin čísel na nejoblíbenějším výukovém webu. Rozsáhlá sbírka příkladů. Pestrá cvičení: psaní odpovědi, výběr možností, pexeso, hry, testy.;;cviceni-mocniny;FZ6;;;;1;1
166;13;;165;;Odmocniny;;;Procvičování odmocnin čísel na nejoblíbenějším výukovém webu. Rozsáhlá sbírka příkladů. Pestrá cvičení: psaní odpovědi, výběr možností, pexeso, hry, testy.;;cviceni-odmocniny;FZ7;;;;1;2
167;13;;34;;Záporné mocniny;;;;;cviceni-zaporne-mocniny;FZ9;;;;1;4
168;38;;43;Smíšené zlomky;Smíšená čísla;;;;;cviceni-smisene-zlomky;F1A;;;;1;5
170;95;;;;Splnění podmínek;;;;;cviceni-reseni-problemu-splneni-podminek;F1B;;;;1;2
172;38;13;167;;Zlomky, mocniny, odmocniny;;;;;cviceni-zlomky-mocniny-odmocniny;F1C;;;;1;13
173;40;13;166,50;;Desetinná čísla, mocniny, odmocniny;;;;;cviceni-desetinna-mocniny-odmocniny;F1D;;;;1;11
174;3;;;;Prostorová představivost;;;;;cviceni-prostorova-predstavivost;F1E;;;;1;1
175;58;;69;;Hodnoty goniometrických funkcí;;;;;cviceni-hodnoty-goniometrickych-funkci;F1F;;;;1;2
177;7;;;;Čísla: mix;;;;;cviceni-cisla-mix;F1G;;;;1;12
178;161;;;;Geometrické pojmy: mix;;;;;cviceni-geometricke-pojmy-mix;F1H;;;;1;6
179;55;;;;Úhly: mix;;;;;cviceni-uhly-mix;F1J;;;;1;8
180;56;;;;Operace a vlastnosti v rovině: mix;;;;;cviceni-operace-v-rovine-mix;F1K;;;;1;7
181;58;;;;Goniometrické funkce: mix;;;;;cviceni-goniometricke-funkce-mix;F1L;;;;1;6
182;137;;;;Výrazy a jejich úpravy: mix;;;;;cviceni-vyrazy-upravy-mix;F1M;;;;1;9
183;0;;;;Diskrétní matematika;;;;;cviceni-diskretni-matematika;F1N;;{"icon":15347};;1;10
184;183;;;;Logika;;;;;cviceni-logika;F1O;;;;1;2
185;183;;;;Pravděpodobnost;;;;;cviceni-pravdepodobnost;F1P;;;;1;4
186;184;;188;;Logika: pojmy a značení;;;;;cviceni-logika-pojmy;F1R;;;;1;1
187;184;;242;;Úpravy logických výrazů;;;;;cviceni-upravy-logicke-vyrazy;F1S;;;;1;3
188;142;;;;Množiny: pojmy a značení;;;;;cviceni-mnoziny-pojmy;F1T;;;;1;1
189;142;;143;;Vennovy diagramy;;;;;cviceni-vennovy-diagramy;F1U;[["img", 12680, {"size": 40}]];;;1;5
190;130;;188;;Kombinatorika: pojmy;;;;;cviceni-kombinatorika-pojmy;F1V;;;;1;1
191;130;;190;;Permutace, kombinace, variace;;;;;cviceni-permutace-kombinace-variace;F1W;[["img", 11679, {"size": 70}]];;;1;2
192;224;;;;Typy a vlastnosti funkcí;;;;;cviceni-funkce-typy-vlastnosti;F1X;;;;1;1
193;73;;74;;Rovnice s neznámou ve jmenovateli;;;;;cviceni-rovnice-neznama-ve-jmenovateli;F1Z;;;;1;4
194;73;;82, 83;;Vyjádření neznámé z rovnice;;;;;cviceni-vyjadreni-nezname;F11;;;;1;9
195;7;196;162;;Číselná osa do 20;;;;;cviceni-ciselna-osa-do-20;F12;;;;1;2
196;1;;;;Číselná osa;;;;;cviceni-ciselna-osa;F13;;;;1;11
197;73;;79,273,150;;Exponenciální rovnice;;;;;cviceni-exponencialni-rovnice;F14;;;;1;12
198;4;;;;Posloupnosti a řady;;;;;cviceni-posloupnosti-rady;F16;;;;1;5
199;198;;247;;Zápis posloupností;;;;;cviceni-zapis-posloupnosti;F17;;;;1;2
200;198;;199;;Aritmetická a geometrická posloupnost;;;;;cviceni-aritmeticka-geometricka-posloupnost;F19;;;;1;1
201;55;;154;;Úhly a mnohoúhelníky;;;;;cviceni-uhly-mnohouhelniky;F2A;;;;1;4
202;382;;;;Počítání s penězi: mix;;;;;cviceni-pocitani-penize-mix;F2B;;;;1;5
203;4;;;;Úlohy s rovnicemi;;;;;cviceni-ulohy-s-rovnicemi;F2C;;;;1;3
204;3;;;;Geometrické konstrukce;;;;;cviceni-geometricke-konstrukce;F2D;;;;1;8
205;204;;206;;Geometrické konstrukce: značení;;;;;cviceni-geometricke-konstrukce-znaceni;F2E;;;;1;1
206;204;;;;Rovnoběžky a kolmice;;;;;cviceni-rovnobezky-kolmice;F2F;[["img", 11627, {"size": 70}]];;;1;3
207;204;346;59,128;;Konstrukční úlohy: trojúhelníky;;;;;cviceni-trojuhelniky;F2G;;;;1;4
208;204;;154,207;;Konstrukční úlohy: čtyřúhelníky;;;;;cviceni-ctyruhelniky;F2H;;;;1;5
209;204;;;;Geometrické konstrukce: mix;;;;;cviceni-geometricke-konstrukce-mix;F2J;;;;1;7
210;90;;;;Jednotky teploty;;;;;cviceni-jednotky-teploty;F2K;;;;1;6
211;12;;31,32;;Největší společný dělitel;;;;;cviceni-nejvetsi-spolecny-delitel;F2L;;;;1;4
212;12;;31,211;;Nejmenší společný násobek;;;;;cviceni-nejmensi-spolecny-nasobek;F2M;;;;1;5
213;1;;;;Sčítání a odčítání víceciferné;;;;;cviceni-scitani-odcitani-nad20;F2N;;;;1;3
214;213;;;;Sčítání a odčítání víceciferné: mix;;;;;cviceni-scitani-odcitani-viceciferne-mix;F2O;;;;1;5
215;57;;;;Pythagorova věta: mix;;;;;cviceni-pythagorova-veta-mix;F2P;;;;1;0
216;13;;165;Vědecká notace;Vědecký zápis čísel;;;;;cviceni-vedecky-zapis-cisel;F2R;;;;1;5
217;40;;50,147;;Dělení desetinných čísel;;;;;cviceni-deleni-desetinnych-cisel;F2S;;;;1;7
218;71;;222;;Vlastnosti lineární funkce;;;;;cviceni-vlastnosti-linearni-funkce;F2T;;;;1;1
219;72;;222,80;;Vlastnosti kvadratické funkce;;;;;cviceni-vlastnosti-kvadraticke-funkce;F2U;;;;1;1
220;56;;66,129,68;;Určení zobrazení v rovině;;;;;cviceni-urceni-zobrazeni-v-rovine;F2V;;;;1;6
221;192;;75,80,70;;Základní typy funkcí;;;;;cviceni-zakladni-typy-funkci;F2W;;;;1;1
222;192;;221;;Vlastnosti funkcí;;;;;cviceni-vlastnosti-funkci;F2X;;;;1;2
223;73;272;197;;Logaritmické rovnice;;;;;cviceni-logaritmicke-rovnice;F2Z;;;;1;13
224;0;;;;Funkce;;;;;cviceni-funkce;F21;;{"icon":15348};;1;7
225;224;;;;Grafy funkcí;;;;;cviceni-grafy-funkci;F22;;;;1;2
226;225;227,272;35,75;;Grafy exponenciálních a logaritmických funkcí;;;;;cviceni-grafy-log-exp-funkci;F23;;;;1;6
227;224;;;;Exponenciální a logaritmické funkce;;;;;cviceni-exp-log-funkce;F24;;;;1;6
228;227;;222,226;;Vlastnosti exponenciálních a logaritmických funkcí;;;;;cviceni-vlastnosti-log-exp-funkci;F26;;;;1;1
229;58;;222,70;;Vlastnosti goniometrických funkcí;;;;;cviceni-vlastnosti-gonio-funkci;F27;;;;1;4
230;3;346;;;Pravoúhlý trojúhelník;;;;;cviceni-pravouhly-trojuhelnik;F29;;;;1;10
231;346;;156,157;;Euklidovy věty;;;;;cviceni-euklidovy-vety;F3A;;;;1;6
232;40;;306;;Desetinná čísla slovně;;;;;cviceni-desetinna-cisla-slovne;F3B;;;;1;1
233;73;;22;;Jednokrokové rovnice;;;;;cviceni-rovnice-jednokrokove;F3C;;;;1;1
234;73;40;50,217,74;;Rovnice s desetinnými čísly;;;;;cviceni-rovnice-desetinna-cisla;F3D;;;;1;6
235;203;;24,147;;Přímá a nepřímá úměrnost;;;;;cviceni-prima-neprima-umera;F3E;;;;1;2
236;203;;301;;Úlohy o směsích;;;;;cviceni-ulohy-smesi;F3F;;;;1;5
237;203;;;;Myslím si číslo;;;;;cviceni-myslim-si-cislo;F3G;;;;1;4
238;203;;;;Úlohy s pohybem;;;;;cviceni-ulohy-pohyb;F3H;;;;1;7
239;203;;;;Úlohy s rovnicemi: mix;;;;;cviceni-ulohy-rovnice-mix;F3J;;;;1;8
240;203;;235,44;;Společná práce;;;;;cviceni-spolecna-prace;F3K;;;;1;6
241;204;;205,128,270, 269,268;;Konstrukční úlohy průřezově;;;;;cviceni-konstrukcni-ulohy;F3L;;;;1;6
242;184;;83,186;;Vyhodnocování logických výrazů;;;;;cviceni-logika-vyhodnocovani;F3M;;;;1;2
243;184;;;;Logika: mix;;;;;cviceni-logika-mix;F3N;;;;1;6
244;142;;188,143;;Vlastnosti množin a množinových operací;;;;;cviceni-mnoziny-vlastnosti;F3O;;;;1;4
245;142;;;;Množiny: mix;;;;;cviceni-mnoziny-mix;F3P;;;;1;7
246;142;;188,244;;Množiny množin, potenční množina;;;;;cviceni-mnoziny-potencni;F3R;;;;1;6
247;142;;188;;Zápis množin;;;;;cviceni-mnoziny-zapis;F3S;;;;1;2
248;184;;242;;Kvantifikátory;;;;;cviceni-logika-kvantifikatory;F3T;;;;1;4
249;185;;190,186;;Pravděpodobnost: pojmy a značení;;;;;cviceni-pravdepodobnost-pojmy;F3U;;;;1;1
250;185;;244;;Základní pravděpodobnost jevu;;;;;cviceni-pravdepodobnost-zaklad;F3V;;;;1;2
251;185;;250;;Opakované pokusy a složené jevy;;;;;cviceni-pravdepodobnost-slozene;F3W;;;;1;3
252;185;;250;;Podmíněná pravděpodobnost;;;;;cviceni-pravdepodobnost-podminena;F3X;;;;1;4
253;185;;;;Pravděpodobnost: mix;;;;;cviceni-pravdepodobnost-mix;F3Z;;;;1;5
254;89;90;;;Jednotky času;;;;;cviceni-jednotky-casu;F31;;;;1;2
255;85;;;;Vztahy grafů a tabulek;;;;;cviceni-grafy-tabulky-vztahy;F32;;;;1;2
256;9;;164;;Písemné dělení dvouciferným číslem;;;;;cviceni-pisemne-deleni-2-cifry;F33;;;;1;8
257;174;;259;;Nárys, půdorys, bokorys;;;;;cviceni-prostorova-predstavivost-narys-pudorys-bokorys;F34;;;;1;3
258;174;;;;Prostorová představivost: mix;;;;;cviceni-prostorova-predstavivost-mix;F36;;;;1;9
259;174;;;;Prostorová představivost v rovině;;;;;cviceni-predstavivost-rovina;F37;;;;1;1
260;174;;259;;Prostorová představivost: 3D objekty;;;;;cviceni-predstavivost-3d-objekty;F39;;;;1;2
261;174;354;257;;Síť krychle;;;;;cviceni-site-kostky;F4A;;;;1;5
262;394;;144,165,127;;Objem hranatých těles;;;;;cviceni-objem-hranate;F4B;;;;1;4
263;393;;144,145,165,157;;Povrch hranatých těles;;;;;cviceni-povrch-hranate;F4C;;;;1;4
264;394;;146,262;;Objem kulatých těles;;;;;cviceni-objem-kulate;F4D;;;;1;8
265;393;;146,263;;Povrch kulatých těles;;;;;cviceni-povrch-kulate;F4E;;;;1;8
266;54;;;;Objem, povrch: mix;;;;;cviceni-objem-povrch-mix;F4F;;;;1;19
267;225;;;;Grafy funkcí: mix;;;;;cviceni-grafy-funkci-mix;F4G;;;;1;8
268;161;350;;;Pojmy související s kružnicí;;;;;cviceni-pojmy-kruznice;F4H;[["img", 11675, {"size": 60}]];;;1;4
269;161;346;;;Pojmy související s trojúhelníkem;;;;;cviceni-pojmy-trojuhelnik;F4J;;;;1;3
270;161;55;;;Pojmy související s úhly;;;;;cviceni-pojmy-uhly;F4K;;;;1;2
