word,level_OXFORD,level_CEFR,level_CEFR_J
bikini,,B2,B2
blink,,B2,B2
bloody,,B2,B2
boiling,,B2,B2
bomber,,B2,B2
booklet,,B2,B2
bookmark,,B2,B2
bossy,,B2,B2
bothered,,B2,B2
bracket,,B2,B2
bravery,,B2,B2
breakable,,B2,B2
breathtaking,,B2,B2
brilliantly,,B2,B2
broadcaster,B2,,B2
brother-in-law,,B2,B2
browse,,B2,B2
bruise,,B2,B2
bumper,,B2,B2
bun,,B2,B2
burglary,,B2,B2
burgle,,B2,B2
calmly,,B2,B2
cardboard,,B2,B2
cardigan,,B2,B2
caring,,B2,B2
carnival,,B2,B2
casually,,B2,B2
catering,,B2,B2
cellar,,B2,B2
cello,,B2,B2
centigrade,,B2,B2
cheeky,,B2,B2
cheerfully,,B2,B2
cherry,,B2,B2
chew,,B2,B2
childish,,B2,B2
chimney,,B2,B2
clumsy,,B2,B2
coaching,,B2,B2
collocation,,B2,B2
colon,,B2,B2
comfortably,,B2,B2
commission,B2,,B2
communicative,,B2,B2
concerning,,B2,B2
conductor,,B2,B2
confidently,,B2,B2
conjunction,,B2,B2
considering,,B2,B2
conveniently,,B2,B2
cooperation,,B2,B2
coward,,B2,B2
cowardly,,B2,B2
crab,,B2,B2
creatively,,B2,B2
crocodile,,B2,B2
cruelly,,B2,B2
cruelty,,B2,B2
culturally,,B2,B2
cursor,,B2,B2
dairy,B2,B2,
darling,,B2,B2
dash,,B2,B2
daughter-in-law,,B2,B2
daytime,,B2,B2
debit,,B2,B2
decay,,B2,B2
deceive,,B2,B2
decorative,,B2,B2
deer,,B2,B2
demanding,,B2,B2
demolish,,B2,B2
denim,,B2,B2
densely,,B2,B2
dental,,B2,B2
determiner,,B2,B2
developing,,B2,B2
devote,B2,,B2
devoted,,B2,B2
disappearance,,B2,B2
disapprove,,B2,B2
disgrace,,B2,B2
disguise,,B2,B2
dishonesty,,B2,B2
disorganized,,B2,B2
dissatisfaction,,B2,B2
dissatisfied,,B2,B2
distinguished,,B2,B2
distressing,,B2,B2
divided,,B2,B2
doubtful,,B2,B2
dreadful,,B2,B2
eagerly,,B2,B2
eagle,,B2,B2
ecologically,,B2,B2
economical,,B2,B2
editorial,B2,,B2
efficiently,B2,B2,
electrician,,B2,B2
electronically,,B2,B2
elegantly,,B2,B2
enthusiastically,,B2,B2
entrepreneur,B2,,B2
environmentally,,B2,B2
estimated,,B2,B2
ethic,B2,,B2
evidently,,B2,B2
exhausting,,B2,B2
exhaustion,,B2,B2
existing,,B2,B2
extraordinarily,,B2,B2
eyebrow,,B2,B2
eyelash,,B2,B2
eyelid,,B2,B2
fantastically,,B2,B2
fascinated,,B2,B2
father-in-law,,B2,B2
faulty,,B2,B2
federal,B2,,B2
financially,,B2,B2
finely,,B2,B2
fingernail,,B2,B2
fluency,,B2,B2
foolishly,,B2,B2
fox,,B2,B2
fulfil,B2,,B2
furiously,,B2,B2
gardener,,B2,B2
generosity,,B2,B2
generously,,B2,B2
genre,B2,,B2
gently,,B2,B2
globally,,B2,B2
gradual,,B2,B2
greatness,,B2,B2
growing,,B2,B2
grown-up,,B2,B2
gum,,B2,B2
guts,,B2,B2
gymnastic,,B2,B2
handout,,B2,B2
harmless,,B2,B2
hedge,,B2,B2
helper,,B2,B2
hi-tech,,B2,B2
high-tech,,B2,B2
hood,,B2,B2
hourly,,B2,B2
hyphen,,B2,B2
ideally,,B2,B2
immoral,,B2,B2
impatiently,,B2,B2
imperative,,B2,B2
impolite,,B2,B2
improved,,B2,B2
inaccurate,,B2,B2
independently,,B2,B2
inexperienced,,B2,B2
innocently,,B2,B2
inquire,,B2,B2
interruption,,B2,B2
intransitive,,B2,B2
inventor,,B2,B2
irresponsible,,B2,B2
irritated,,B2,B2
irritating,,B2,B2
itch,,B2,B2
jaw,,B2,B2
jealously,,B2,B2
kneel,,B2,B2
known,,B2,B2
landlady,,B2,B2
last-minute,,B2,B2
lastly,,B2,B2
laundry,,B2,B2
lecturer,,B2,B2
leek,,B2,B2
leopard,,B2,B2
lick,,B2,B2
lid,,B2,B2
long-distance,,B2,B2
lyrics,,B2,B2
manual,,B2,B2
manufacturer,,B2,B2
microphone,,B2,B2
mint,,B2,B2
mist,,B2,B2
misunderstand,,B2,B2
moonlight,,B2,B2
morally,,B2,B2
mortgage,B2,,B2
mother-in-law,,B2,B2
motivated,,B2,B2
muddy,,B2,B2
multiply,B2,,B2
mumble,,B2,B2
mutter,,B2,B2
narrowly,,B2,B2
naughty,,B2,B2
navigation,B2,,B2
navy,,B2,B2
negatively,,B2,B2
nerves,,B2,B2
nervously,,B2,B2
nicely,,B2,B2
non-smoking,,B2,B2
nuisance,,B2,B2
optional,,B2,B2
orchestral,,B2,B2
outfit,B2,,B2
outrageous,,B2,B2
outskirts,,B2,B2
oval,,B2,B2
overtake,,B2,B2
overtime,,B2,B2
owl,,B2,B2
packed,,B2,B2
pancake,,B2,B2
paperwork,,B2,B2
participation,B2,,B2
passionately,,B2,B2
patiently,,B2,B2
paw,,B2,B2
peacefully,,B2,B2
pedal,,B2,B2
peel,,B2,B2
pessimistic,,B2,B2
petrified,,B2,B2
pharmacist,,B2,B2
picturesque,,B2,B2
pine,,B2,B2
pint,,B2,B2
plumber,,B2,B2
politeness,,B2,B2
posh,,B2,B2
powerfully,,B2,B2
practically,,B2,B2
prawn,,B2,B2
preferable,,B2,B2
preferably,,B2,B2
presenter,,B2,B2
priceless,,B2,B2
privately,,B2,B2
promptly,,B2,B2
proposed,,B2,B2
proudly,,B2,B2
psychologically,,B2,B2
pudding,,B2,B2
puzzled,,B2,B2
pyjamas,,B2,B2
quarrel,,B2,B2
rainbow,,B2,B2
recreation,,B2,B2
rectangular,,B2,B2
redundant,,B2,B2
rehearsal,,B2,B2
remaining,,B2,B2
respected,,B2,B2
rib,,B2,B2
rightly,,B2,B2
roommate,,B2,B2
rusty,,B2,B2
salon,,B2,B2
salty,,B2,B2
satisfactory,,B2,B2
savings,,B2,B2
scar,,B2,B2
scent,,B2,B2
scheduled,,B2,B2
scientifically,,B2,B2
seasonal,,B2,B2
self-confidence,,B2,B2
self-confident,,B2,B2
semi-final,,B2,B2
semicolon,,B2,B2
separately,,B2,B2
sharply,,B2,B2
shopkeeper,,B2,B2
sister-in-law,,B2,B2
skilful,,B2,B2
snore,,B2,B2
soaked,,B2,B2
soaking,,B2,B2
sob,,B2,B2
socialize,,B2,B2
softness,,B2,B2
son-in-law,,B2,B2
soundtrack,,B2,B2
sparkling,,B2,B2
spokeswoman,B2,,B2
spray,,B2,B2
spreadsheet,,B2,B2
stain,,B2,B2
starving,,B2,B2
statistics,,B2,B2
stepfather,,B2,B2
stepmother,,B2,B2
stool,,B2,B2
stopover,,B2,B2
suitably,,B2,B2
supernatural,,B2,B2
supplier,,B2,B2
surroundings,,B2,B2
suspiciously,,B2,B2
swan,,B2,B2
syllable,,B2,B2
tabloid,,B2,B2
tag,B2,,B2
tan,,B2,B2
teaspoon,,B2,B2
telescope,,B2,B2
temptation,,B2,B2
terms,B2,B2,
terrace,,B2,B2
terrifying,,B2,B2
thermometer,,B2,B2
thigh,,B2,B2
thrilling,,B2,B2
times,,B2,B2
tiredness,,B2,B2
toenail,,B2,B2
tomb,,B2,B2
tonne,B2,,B2
torch,,B2,B2
transitive,,B2,B2
tray,,B2,B2
tremendously,,B2,B2
triangle,,B2,B2
tricky,,B2,B2
trivial,,B2,B2
trolley,,B2,B2
troop,B2,,B2
trunk,,B2,B2
tutor,,B2,B2
twisted,,B2,B2
unattractive,,B2,B2
unavailable,,B2,B2
unaware,,B2,B2
unbearable,,B2,B2
unchanged,,B2,B2
underestimate,,B2,B2
understandable,,B2,B2
undressed,,B2,B2
unfamiliar,,B2,B2
unfashionable,,B2,B2
unhappiness,,B2,B2
unhelpful,,B2,B2
unlimited,,B2,B2
unlock,,B2,B2
unnatural,,B2,B2
unpopular,,B2,B2
unrealistic,,B2,B2
unreasonable,,B2,B2
unreliable,,B2,B2
unsatisfactory,,B2,B2
unsuccessful,,B2,B2
unsuitable,,B2,B2
unsure,,B2,B2
untie,,B2,B2
unwilling,,B2,B2
upbringing,,B2,B2
upright,,B2,B2
vacant,,B2,B2
vinegar,,B2,B2
virtually,,B2,B2
waist,,B2,B2
wasp,,B2,B2
waterproof,,B2,B2
well-balanced,,B2,B2
well-built,,B2,B2
well-organized,,B2,B2
well-paid,,B2,B2
whisky,,B2,B2
willingly,,B2,B2
winding,,B2,B2
witty,,B2,B2
wolf,,B2,B2
worrying,,B2,B2
wrongly,,B2,B2
yacht,,B2,B2
yawn,,B2,B2
zebra,,B2,B2
zip,,B2,B2
abortion,C1,C1,
accelerate,C1,C1,
adaptation,C1,C1,
administrator,C1,C1,
aggression,C1,C1,
allocate,C1,C1,
amateur,C1,C1,
amendment,C1,C1,
amid,C1,C1,
authentic,C1,C1,
boundary,C1,C1,
brutal,C1,C1,
cater,C1,C1,
clinical,C1,C1,
collaborate,C1,C1,
collaboration,C1,C1,
commodity,C1,C1,
comparable,C1,C1,
complication,C1,C1,
comply,C1,C1,
counterpart,C1,C1,
debut,C1,C1,
dedicated,C1,C1,
defect,C1,C1,
density,C1,C1,
deteriorate,C1,C1,
dictate,C1,C1,
differentiate,C1,C1,
diminish,C1,C1,
diplomatic,C1,C1,
directory,C1,C1,
dismissal,C1,C1,
disruption,C1,C1,
distinctive,C1,C1,
distort,C1,C1,
distress,C1,C1,
domain,C1,C1,
dual,C1,C1,
fairness,C1,C1,
frustrating,C1,C1,
gathering,C1,C1,
harassment,C1,C1,
harsh,C1,C1,
hostile,C1,C1,
immense,C1,C1,
inability,C1,C1,
inappropriate,C1,C1,
inclusion,C1,C1,
injustice,C1,C1,
integral,C1,C1,
integration,C1,C1,
interference,C1,C1,
landmark,C1,C1,
layout,C1,C1,
liable,C1,C1,
literacy,C1,C1,
long-time,C1,C1,
machinery,C1,C1,
magistrate,C1,C1,
magnetic,C1,C1,
memo,C1,C1,
merit,C1,C1,
minimal,C1,C1,
mining,C1,C1,
ministry,C1,C1,
municipal,C1,C1,
namely,C1,C1,
newsletter,C1,C1,
nominate,C1,C1,
notable,C1,C1,
notably,C1,C1,
notify,C1,C1,
oblige,C1,C1,
occurrence,C1,C1,
odds,C1,C1,
opt,C1,C1,
partially,C1,C1,
peasant,C1,C1,
plunge,C1,C1,
predator,C1,C1,
pregnancy,C1,C1,
presently,C1,C1,
presume,C1,C1,
problematic,C1,C1,
productivity,C1,C1,
proposition,C1,C1,
ratio,C1,C1,
reassure,C1,C1,
rebellion,C1,C1,
reconstruction,C1,C1,
reign,C1,C1,
relevance,C1,C1,
reliability,C1,C1,
render,C1,C1,
reproduction,C1,C1,
respective,C1,C1,
respectively,C1,C1,
riot,C1,C1,
sacrifice,C1,C1,
saint,C1,C1,
seemingly,C1,C1,
selective,C1,C1,
sensitivity,C1,C1,
simulation,C1,C1,
socialist,C1,C1,
sole,C1,C1,
solely,C1,C1,
solicitor,C1,C1,
solidarity,C1,C1,
spam,C1,C1,
specification,C1,C1,
spectrum,C1,C1,
spine,C1,C1,
statistical,C1,C1,
subsidy,C1,C1,
substantially,C1,C1,
substitution,C1,C1,
successor,C1,C1,
tactic,C1,C1,
texture,C1,C1,
thankfully,C1,C1,
thereby,C1,C1,
thrive,C1,C1,
transaction,C1,C1,
troubled,C1,C1,
turnover,C1,C1,
upcoming,C1,C1,
variable,C1,C1,
verify,C1,C1,
well-being,C1,C1,
youngster,C1,C1,
'm,,,A1
're,,,A1
's,,,A1
A.M.,,,A1
AM,,,A1
CD player,,,A1
Dr.,,,A1
E-mail,,,A1
Internet,,,A1
Mr.,,,A1
Mrs.,,,A1
Olympics,,,A1
P.M.,,,A1
PM,,,A1
Road,,A1,
Street,,A1,
adj.,A1,,
airplane,,,A1
all right,,,A1
am,,,A1
apron,,,A1
are,,,A1
bookstore,,,A1
born,A1,,
cafÃ©,,A1,
café,,,A1
candy,,,A1
coke,,,A1
color,,,A1
couch,,,A1
credit card,,,A1
daddy,,,A1
did,,,A1
dining room,,,A1
does,,,A1
doing,,,A1
e-mail,,,A1
each other,,,A1
fairy,,,A1
favorite,,,A1
garbage,,,A1
good afternoon,,,A1
good morning,,,A1
good night,,,A1
gray,,,A1
had,,,A1
hamburger,,,A1
has,,,A1
have to,,,A1
having,,,A1
hometown,,,A1
ice cream,,,A1
interviewer,,,A1
is,,,A1
jewelry,,,A1
last name,,,A1
lily,,,A1
living room,,,A1
math,,,A1
merry,,,A1
mobile phone,,,A1
mom,,,A1
mommie,,,A1
mommy,,,A1
neighbor,,,A1
o'clock,,,A1
okay,,,A1
oâ€™clock,A1,,
pm,,,A1
saw,,,A1
smith,,,A1
snowy,,,A1
swimming pool,,,A1
tee-shirt,,,A1
theater,,,A1
things,,A1,
was,,,A1
were,,,A1
yoghourt,,,A1
yoghurt,,,A1
God,,A2,
Help!,,A2,
ID card,,,A2
MP3 player,,,A2
Ms.,,,A2
Olympic,,,A2
Really?,,A2,
TRUE,,A2,
according,A2,,
ah,A2,,
aisle,,,A2
alarm clock,,,A2
app,A2,,
astronaut,,,A2
based,A2,,
batch,,,A2
been,,,A2
behavior,,,A2
belly,,,A2
bloom,,,A2
board game,,,A2
brainstorm,,,A2
bus station,,,A2
bus stop,,,A2
cafeteria,,,A2
capital letter,,,A2
car park,,,A2
cassette,,,A2
center,,,A2
centimeter,,,A2
chili,,,A2
chimpanzee,,,A2
chirp,,,A2
classical music,,,A2
clone,,,A2
colorful,,,A2
congratulations,,A2,
connected,A2,,
cooler,,,A2
criticise,,,A2
curse,,,A2
department store,,,A2
details,,A2,
digital camera,,,A2
directions,,A2,
done,,,A2
drill,,,A2
driver's license,,,A2
driving,A2,,
driving licence,,,A2
drugstore,,,A2
eighth,,A2,
elevator,,,A2
fast food,,,A2
favor,,,A2
fighter,,,A2
first name,,,A2
flea,,,A2
flying,A2,,
forwards,,,A2
frank,,,A2
given,,,A2
gramme,,,A2
grocery store,,,A2
handicapped,,,A2
headphone,,,A2
high school,,,A2
hike,,,A2
hiking,,,A2
hip hop,,,A2
hiphop,,,A2
honor,,,A2
hunter,,,A2
included,A2,,
instructions,,A2,
jelly,,,A2
kilogramme,,,A2
kilometer,,,A2
labor,,,A2
let's,,A2,
liter,,,A2
main course,,,A2
marvelous,,,A2
max,,,A2
meter,,,A2
mineral water,,,A2
napkin,,,A2
next to,,,A2
ninth,,A2,
no one,,,A2
notes,,A2,
olive oil,,,A2
omelet,,,A2
organise,,,A2
organised,,,A2
out of,,,A2
pacific,,,A2
pal,,,A2
pen friend,,,A2
petrol station,,,A2
pilgrim,,,A2
playful,,,A2
pleasing,,,A2
police officer,,,A2
police station,,,A2
post office,,,A2
pro,,,A2
realise,,,A2
refrigerator,,,A2
robin,,,A2
rumor,,,A2
schoolwork,,,A2
seafood,,,A2
seaside,,,A2
semester,,,A2
seventh,,A2,
shop assistant,,,A2
sitting room,,,A2
sixth,,A2,
sleepless,,,A2
smartphone,A2,,
soda,,,A2
soft drink,,,A2
someday,,,A2
spaceship,,,A2
spaghetti,,,A2
sports center,,,A2
sports centre,,,A2
stairs,,A2,
stomachache,,,A2
stove,,,A2
studies,,A2,
sunflower,,,A2
superstar,,,A2
sweetheart,,,A2
sweets,,A2,
swimming costume,,,A2
swimsuit,,,A2
symphony,,,A2
table tennis,,,A2
tablespoon,,,A2
text message,,,A2
thinking,A2,,
toilets,,A2,
tour guide,,,A2
toward,,,A2
traffic light,,,A2
traveler,,,A2
video game,,,A2
washing,A2,,
washing machine,,,A2
web page,,,A2
1,B1,,
Atlantic,,,B1
Cheers!,,B1,
Christian,,,B1
Englishman,,,B1
FALSE,,B1,
HIV,,,B1
Mediterranean,,,B1
aborigine,,,B1
abundant,,,B1
according to,,,B1
accustom,,,B1
acknowledgement,,,B1
acknowledgment,,,B1
addressee,,,B1
adorable,,,B1
adverbial,,,B1
advisor,,,B1
aerobics,,,B1
afterward,,,B1
ages,,B1,
air conditioning,,,B1
air force,,,B1
allergic,,,B1
analyze,,,B1
anti,,,B1
antonym,,,B1
ape,,,B1
arithmetic,,,B1
astronomer,,,B1
auxiliary,,,B1
bank account,,,B1
bathe,,,B1
beaver,,,B1
because of,,,B1
bedside,,,B1
biochemistry,,,B1
bore,,,B1
boredom,,,B1
brainstorming,,,B1
brand-new,,,B1
breathing,B1,,
breathless,,,B1
breeding,,,B1
brotherhood,,,B1
bulletin,,,B1
bureau,,,B1
bust,,,B1
caller,,,B1
calmness,,,B1
capsule,,,B1
carton,,,B1
categorise,,,B1
categorize,,,B1
central heating,,,B1
characterise,,,B1
chariot,,,B1
chat show,,,B1
check-in,,,B1
check-in counter,,,B1
check-in desk,,,B1
cherish,,,B1
chest of drawers,,,B1
chewing gum,,,B1
choke,,,B1
chronological,,,B1
chuckle,,,B1
civilisation,,,B1
climber,,,B1
coffin,,,B1
coloured,B1,,
comet,,,B1
common sense,,,B1
conditions,,B1,
connexion,,,B1
contents,,B1,
counseling,,,B1
covered,B1,,
crow,,,B1
daisy,,,B1
dating,,,B1
daze,,,B1
dedicate,,,B1
defense,,,B1
definite article,,,B1
devotion,,,B1
dialog,,,B1
diameter,,,B1
diaper,,,B1
diligence,,,B1
diligent,,,B1
dioxide,,,B1
disable,,,B1
disc jockey,,,B1
disk jockey,,,B1
distinctly,,,B1
doc,,,B1
doze,,,B1
dude,,,B1
dynasty,,,B1
earnest,,,B1
easy-going,,,B1
eco,,,B1
ecosystem,,,B1
ecstasy,,,B1
electron,,,B1
emphasise,,,B1
encyclopaedia,,,B1
encyclopedia,,,B1
endanger,,,B1
eternity,,,B1
evenly,,,B1
exchange rate,,,B1
extreme sports,,,B1
face to face,,,B1
fallen,,,B1
farewell,,,B1
farmland,,,B1
farther,,,B1
farthest,,,B1
favorable,,,B1
feelings,,B1,
festive,,,B1
feverishly,,,B1
filling,,,B1
fire station,,,B1
first floor,,,B1
first lady,,,B1
flavor,,,B1
flock,,,B1
flunk,,,B1
fondness,,,B1
freshman,,,B1
frying pan,,,B1
full stop,,,B1
furnish,,,B1
gall,,,B1
gaol,,,B1
gee,,,B1
genetically,,,B1
geographical,,,B1
ginger,,,B1
glide,,,B1
glint,,,B1
goddess,,,B1
golfer,,,B1
gorilla,,,B1
gown,,,B1
graduation,,,B1
gratitude,,,B1
gravy,,,B1
ground floor,,,B1
grouping,,,B1
guys,,B1,
handshake,,,B1
hanging,,,B1
harbor,,,B1
harness,,,B1
hasty,,,B1
hatch,,,B1
haven,,,B1
healing,,,B1
heart attack,,,B1
hearted,,,B1
hearty,,,B1
herd,,,B1
hitchhike,,B1,
horrify,,,B1
hours,,B1,
humor,,,B1
hurricane,B1,,
hurriedly,,,B1
ice hockey,,,B1
ice skating,,,B1
identity card,,,B1
illuminate,,,B1
immigrate,,,B1
impair,,,B1
improper,,,B1
indefinite article,,,B1
inhale,,,B1
innermost,,,B1
innovator,,,B1
inscribe,,,B1
inscription,,,B1
instal,,,B1
instead of,,,B1
intentionally,,,B1
intermission,,,B1
interviewee,,,B1
involuntarily,,,B1
isle,,,B1
ivory,,,B1
jade,,,B1
knickers,,B1,
lasting,,,B1
latecomer,,,B1
lawful,,,B1
liberate,,,B1
librarian,,,B1
lifeguard,,,B1
likeness,,,B1
limp,,,B1
located,B1,,
lodge,,,B1
loudspeaker,,,B1
lovingly,,,B1
magician,,,B1
mailbox,,,B1
maple,,,B1
marble,,,B1
marked,,,B1
mash,,,B1
mathematician,,,B1
meditate,,,B1
memorise,,,B1
memorize,,,B1
message board,,,B1
minimise,,,B1
mischief,,,B1
mixing bowl,,,B1
modal,,,B1
modal verb,,,B1
modem,,,B1
moisture,,,B1
molecule,,,B1
moss,,,B1
motherland,,,B1
motionless,,,B1
motto,,,B1
mountaintop,,,B1
mourn,,,B1
mule,,,B1
narrate,,,B1
nationalist,,,B1
navy blue,,,B1
nectar,,,B1
neighborhood,,,B1
ness,,,B1
newborn,,,B1
newcomer,,,B1
next door,,,B1
noisily,,,B1
northeastern,,,B1
northwestern,,,B1
nucleus,,,B1
nutrient,,,B1
oily,,,B1
on to,,,B1
onstage,,,B1
oppress,,,B1
oppression,,,B1
orbit,,,B1
orderly,,,B1
organisation,,,B1
organism,,,B1
others,,B1,
ought,B1,,
ought to,,,B1
outlaw,,,B1
outward,,,B1
overjoyed,,,B1
overwork,,,B1
owing,,,B1
packing,,,B1
paddle,,,B1
paid,,,B1
paralyse,,,B1
paralyze,,,B1
participle,,,B1
penniless,,,B1
per cent,,,B1
phantom,,,B1
phenix,,,B1
phoenix,,,B1
phrasal verb,,,B1
piety,,,B1
plus1,B1,,
pocket money,,,B1
pollutant,,,B1
popcorn,,,B1
preschool,,,B1
primary school,,,B1
printing,B1,,
procrastination,,,B1
prohibition,,,B1
provided,,,B1
public transport,,,B1
purify,,,B1
quake,,,B1
question mark,,,B1
racing,B1,,
railroad,,,B1
rainfall,,,B1
raspberry,,,B1
ration,,,B1
recite,,,B1
reclaim,,,B1
recognise,,,B1
reef,,,B1
regards,,B1,
remembrance,,,B1
remote control,,,B1
retell,,,B1
retrospect,,,B1
reunification,,,B1
reunify,,,B1
riddle,,,B1
roadside,,,B1
rolling,,,B1
row1,B1,,
runaway,,,B1
safari,,,B1
safeguard,,,B1
scatter,,,B1
schoolmate,,,B1
schoolteacher,,,B1
science fiction,,,B1
scold,,,B1
seawater,,,B1
seaweed,,,B1
secondary school,,,B1
shadowy,,,B1
shark,,B1,
sheriff,,,B1
shopper,,,B1
shrimp,,,B1
sidewalk,,,B1
skyscraper,,,B1
snowstorm,,,B1
soap opera,,,B1
social networking,,,B1
socially,,,B1
someplace,,,B1
soothe,,,B1
sophomore,,,B1
sparkle,,,B1
specialise,,,B1
spiral,,,B1
spoken,B1,,
sponge,,,B1
sportsmanship,,,B1
sticker,,,B1
storyteller,,,B1
stricken,,,B1
stuffed,,,B1
subconscious,,,B1
submarine,,,B1
summarise,,,B1
sundial,,,B1
superstition,,,B1
swarm,,,B1
swell,,,B1
take-off,,,B1
takeoff,,,B1
teammate,,,B1
teen,,,B1
telegram,,,B1
teller,,,B1
threatening,,,B1
thump,,,B1
thunderous,,,B1
tile,,,B1
traffic jam,,,B1
transitional,,,B1
travel agent,,,B1
trim,,,B1
tumble,,,B1
turbulence,,,B1
turtle,,,B1
unafraid,,,B1
uncontrollable,,,B1
underage,,,B1
unheard,,,B1
unusually,,,B1
uplifted,,,B1
used to,,,B1
used.,B1,,
vice president,,,B1
video clip,,,B1
visually,,,B1
waggon,,,B1
wagon,,,B1
warranty,,,B1
washbowl,,,B1
wasteful,,,B1
wax,,,B1
weather forecast,,,B1
westward,,,B1
westwards,,,B1
wetland,,,B1
wither,,,B1
wizard,,,B1
worn,,,B1
wrapping,,,B1
wristwatch,,,B1
AIDS,B2,,
Google,,B2,
Olympia,,,B2
Olympiad,,,B2
Shakespearean,,,B2
Soviet,,,B2
abnormally,,,B2
aboriginal,,,B2
absentee,,,B2
accessibility,,,B2
accommodate,B2,,
achievable,,,B2
activate,B2,,
adaptable,,,B2
admirable,,,B2
admiringly,,,B2
adore,,,B2
adorn,,,B2
advancement,,,B2
advent,,,B2
adversely,,,B2
adversity,,,B2
affectionately,,,B2
ageless,,,B2
agonise,,,B2
agonize,,,B2
agony,,,B2
aircrew,,,B2
alcoholism,,,B2
alien,B2,,
altar,,,B2
altitude,,,B2
aluminum,,,B2
amaze,,,B2
ammonia,,,B2
amplifier,,,B2
amplify,,,B2
anchorage,,,B2
anchorman,,,B2
anchorperson,,,B2
anguish,,,B2
animate,,,B2
antiaircraft,,,B2
antibacterial,,,B2
anticancer,,,B2
antipollution,,,B2
antistatic,,,B2
antivirus,,,B2
appreciative,,,B2
archeologist,,,B2
arctic,,,B2
aristocracy,,,B2
armful,,,B2
arms,B2,,
artery,,,B2
artistry,,,B2
arts,,B2,
artwork,B2,,
associated,B2,,
astonish,,,B2
attached,,,B2
attainment,,,B2
attentive,,,B2
attentively,,,B2
attractiveness,,,B2
atypical,,,B2
authorise,,,B2
authoritative,,,B2
ax,,,B2
axe,,,B2
axis,,,B2
backyard,,,B2
balky,,,B2
ballad,,,B2
bankruptcy,,,B2
barbershop,,,B2
barley,,,B2
barometer,,,B2
barren,,,B2
bartender,,,B2
bathhouse,,,B2
beagle,,,B2
bearing,,,B2
beautify,,,B2
bellow,,,B2
benevolence,,,B2
benevolent,,,B2
bestow,,,B2
bewilder,,,B2
bewilderment,,,B2
bidding,,,B2
bio,,,B2
biotechnology,,,B2
birdcage,,,B2
birthplace,,,B2
bitterly,,,B2
blaze,,,B2
blindly,,,B2
bloodstream,,,B2
blooming,,,B2
blossom,,,B2
blur,,,B2
blurt,,,B2
bolt,,,B2
bombard,,,B2
bony,,,B2
bookish,,,B2
booth,,,B2
botany,,,B2
bothersome,,,B2
bourbon,,,B2
boxer,,,B2
brag,,,B2
breakup,,,B2
breezy,,,B2
brewery,,,B2
bud,,,B2
bulimia,,,B2
bum,,,B2
burdensome,,,B2
bustle,,,B2
bustling,,,B2
cane,,,B2
cannonball,,,B2
canon,,,B2
caption,,,B2
captive,,,B2
caravan,,,B2
carbon dioxide,,,B2
carbon footprint,,,B2
carbon monoxide,,,B2
carpool,,,B2
cascade,,,B2
catalog,,,B2
catalyst,,,B2
catastrophic,,,B2
catchy,,,B2
categorisation,,,B2
categorization,,,B2
cellist,,,B2
certification,,,B2
certify,,,B2
checkpoint,,,B2
chemotherapy,,,B2
cherished,,,B2
circuitry,,,B2
cite,B2,,
citywide,,,B2
clam,,,B2
clearness,,,B2
clerical,,,B2
climate change,,,B2
clog,,,B2
coarse,,,B2
cocoa,,,B2
colony,B2,,
coma,,,B2
commonwealth,,,B2
compassionate,,,B2
comprehension,,,B2
compress,,,B2
compression,,,B2
conceit,,,B2
conceivable,,,B2
cone,,,B2
conferencing,,,B2
conquest,,,B2
consolation,,,B2
console,,,B2
conspiracy,B2,,
contaminate,,,B2
converse,,,B2
conversely,,,B2
cornerstone,,,B2
cornet,,,B2
corona,,,B2
corporal,,,B2
correctness,,,B2
cosiness,,,B2
countryman,,,B2
countrywide,,,B2
coziness,,,B2
cozy,,,B2
craftsman,,,B2
crater,,,B2
crease,,,B2
creek,,,B2
creepy,,,B2
cripple,,,B2
crossly,,,B2
crystallise,,,B2
crystallize,,,B2
cube,,,B2
cubism,,,B2
cue,B2,,
cuff,,,B2
culmination,,,B2
curl,,,B2
curved,B2,,
cyberaddict,,,B2
cybercafe,,,B2
cybercafé,,,B2
cybercrime,,,B2
cyberpet,,,B2
cyberschool,,,B2
cyberspace,,,B2
daft,,,B2
dandelion,,,B2
de facto,,,B2
dearly,,,B2
debit card,,,B2
decomposition,,,B2
deforestation,,,B2
dehumanise,,,B2
dehumanize,,,B2
delicacy,,,B2
delicately,,,B2
dependable,,,B2
descriptive,,,B2
desolation,,,B2
despise,,,B2
detach,,,B2
detachment,,,B2
diarrhea,,,B2
dignify,,,B2
dime,,,B2
diphtheria,,,B2
disciple,,,B2
disconnect,,,B2
discredit,,,B2
disillusion,,,B2
disorderly,,,B2
disorganised,,,B2
dispensable,,,B2
displeasure,,,B2
disregard,,,B2
dissident,,,B2
distortion,,,B2
distributor,,,B2
diversion,,,B2
doorkeeper,,,B2
dorm,,,B2
dormitory,,,B2
doubly,,,B2
dove,,,B2
downfall,,,B2
downsize,,,B2
dowry,,,B2
drapery,,,B2
dreamy,,,B2
drinkable,,,B2
droop,,,B2
dropout,,,B2
duel,,,B2
duplicate,,,B2
duplication,,,B2
dwarf,,,B2
dye,,,B2
eastward,,,B2
eastwards,,,B2
ecologist,,,B2
ecstatic,,,B2
elective,,,B2
elemental,,,B2
eloquence,,,B2
eloquent,,,B2
emphatically,,,B2
endeavor,,,B2
